Disease	Code
Colon Serrated Adenoma	C43577
Colon Traditional Serrated Adenoma	C43577
Colon SSA	C96464
Colon Sessile Serrated Polyp	C96464
Colon Sessile Serrated Adenoma	C96464
Colon SSP	C96464
Colon SSA/P	C96464
Colon Sessile Serrated Adenoma/Polyp	C96464
Colon Serrated Lesions and Polyps	C96464
Colon Adenoma with Severe Dysplasia	C128171
Colon Conventional Adenoma	C172682
Rectal Serrated Adenoma Type II	C96463
Rectal Serrated Adenoma	C96463
Rectal TSA	C96463
Rectal Traditional Serrated Adenoma	C96463
Rectal SSP	C96465
Rectal Serrated Lesions and Polyps	C96465
Rectal Sessile Serrated Polyp	C96465
Rectal Sessile Serrated Adenoma	C96465
Rectal Sessile Serrated Adenoma/Polyp	C96465
Rectal SSA/P	C96465
Rectal SSA	C96465
Adenoma of Rectum with Marked Dysplasia	C5621
Adenoma of the Rectum with Marked Dysplasia	C5621
Rectal Adenoma with Marked Dysplasia	C5621
Rectal Adenoma with Severe Dysplasia	C5621
Rectal Conventional Adenoma	C172683
Rectal Conventional Adenoma	C172683
Colon Conventional Adenoma	C172682
Colorectal Tubular Adenoma	C27456
Tubulovillous Adenoma of Large Bowel	C5675
Large Bowel Tubulovillous Adenoma	C5675
Tubulovillous Adenoma of the Large Bowel	C5675
Colorectal Tubulovillous Adenoma	C5675
Adenoma of Rectum with Marked Dysplasia	C5621
Adenoma of the Rectum with Marked Dysplasia	C5621
Rectal Adenoma with Marked Dysplasia	C5621
Rectal Adenoma with Severe Dysplasia	C5621
Colon Adenoma with Severe Dysplasia	C128171
Colorectal Filiform Serrated Adenoma	C96468
Colorectal FSA	C96468
Colon TSA	C43577
Colon Serrated Adenoma Type II	C43577
Colon Serrated Adenoma	C43577
Colon Traditional Serrated Adenoma	C43577
Rectal Serrated Adenoma Type II	C96463
Rectal Serrated Adenoma	C96463
Rectal TSA	C96463
Rectal Traditional Serrated Adenoma	C96463
Rectal Tubulovillous Adenoma	C5620
Tubulovillous Adenoma of Rectum	C5620
Villotubular Adenoma of Rectum	C5620
Rectal Villotubular Adenoma	C5620
Tubulovillous Adenoma of the Rectum	C5620
Villotubular Adenoma of the Rectum	C5620
Tubulovillous Adenoma of the Colon	C5496
Colonic Tubulovillous Adenoma	C5496
Colon Tubulovillous Adenoma	C5496
Tubulovillous Adenoma of Colon	C5496
Colon Tubular Adenoma	C7041
Rectal Tubular Adenoma	C96477
Colorectal Filiform Serrated Adenoma	C96468
Colorectal FSA	C96468
Villous Adenoma of the Duodenum	C5338
Duodenal Villous Adenoma	C5338
Villous Adenoma, Duodenum	C5338
Villous Adenoma of Duodenum	C5338
Lipoma of Colon	C5493
Lipoma of the Colon	C5493
Colon Lipoma	C5493
Colonic Lipoma	C5493
Lymphangioma of the Colon	C5500
Colon Lymphangioma	C5500
Lymphangioma of Colon	C5500
Colonic Lymphangioma	C5500
Leiomyoma of Colon	C5492
Colon Leiomyoma	C5492
Leiomyoma of the Colon	C5492
Colonic Leiomyoma	C5492
Benign Neoplasm of Cecum	C4772
Benign Tumor of the Cecum	C4772
Benign Neoplasm of the Cecum	C4772
Benign Cecum Neoplasm	C4772
Benign Cecum Tumor	C4772
Benign Tumor of Cecum	C4772
Lipoma of the Rectum	C5551
Rectal Lipoma	C5551
Lipoma of Rectum	C5551
Leiomyoma of Rectum	C5552
Leiomyoma of the Rectum	C5552
Rectal Leiomyoma	C5552
Benign Periampullary Neoplasm	C170725
Benign Accessory Urethral Gland Neoplasm	C4532
Urethral Condyloma Acuminatum	C6169
Condylomata of the Urethra	C6169
Condylomata of Urethra	C6169
Urethral Condylomata	C6169
Urethral Condyloma	C6169
Urethra Leiomyoma	C6171
Leiomyoma of Urethra	C6171
Urethral Leiomyoma	C6171
Leiomyoma of the Urethra	C6171
Bladder Hemangioma	C159680
Bladder Squamous Cell Papilloma	C39834
Bladder Keratotic Papilloma	C39834
Bladder Squamous Papilloma	C39834
Bladder Benign Perivascular Epithelioid Cell Tumor	C159674
Bladder Benign PEComa	C159674
Polyp of the Ureter	C4530
Ureter Polyp	C4530
Polyp of Ureter	C4530
Ureteral Polyp	C4530
Ureteral Leiomyoma	C6161
Ureter Leiomyoma	C6161
Leiomyoma of Ureter	C6161
Leiomyoma of the Ureter	C6161
Kidney Angiomyolipoma with Epithelial Cysts	C191393
Kidney AMLEC	C191393
Kidney Oncocytoma-Like Angiomyolipoma	C191392
Benign Mixed Tumor of the Vulva	C40302
Vulvar Chondroid Syringoma	C40302
Chondroid Syringoma of the Vulva	C40302
Benign Bartholin's Gland Tumor	C8418
Benign Neoplasm of the Bartholin's Gland	C8418
Benign Bartholin's Gland Neoplasm	C8418
Benign Tumor of the Bartholin's Gland	C8418
Benign Tumor of Bartholin's Gland	C8418
Benign Neoplasm of Bartholin's Gland	C8418
Benign Bartholin Gland Neoplasm	C8418
Cervical Rhabdomyoma	C40266
Benign Tumor of Body of Uterus	C3608
Benign Tumor of the Body of Uterus	C3608
Benign Uterine Corpus Neoplasm	C3608
Benign Neoplasm of Body of Uterus	C3608
Benign Neoplasm of the Corpus Uteri	C3608
Benign Neoplasm of the Uterine Body	C3608
Benign Neoplasm of the Uterine Corpus	C3608
Benign Neoplasm of Uterine Body	C3608
Benign Uterine Body Neoplasm	C3608
Benign Neoplasm of Uterine Corpus	C3608
Benign Tumor of Uterine Corpus	C3608
Benign Neoplasm of Corpus Uteri	C3608
Benign Tumor of Corpus Uteri	C3608
Benign Tumor of the Corpus Uteri	C3608
Benign Tumor of the Uterine Body	C3608
Benign Uterine Corpus Tumor	C3608
Benign Neoplasm of the Body of Uterus	C3608
Benign Tumor of the Uterine Corpus	C3608
Benign Uterine Body Tumor	C3608
Benign Tumor of Uterine Body	C3608
Benign Corpus Uteri Neoplasm	C3608
Benign Corpus Uteri Tumor	C3608
Benign Tumor of Cervix Uteri	C3607
Benign Uterine Cervix Neoplasm	C3607
Benign Neoplasm of Uterine Cervix	C3607
Benign Cervix Uteri Neoplasm	C3607
Benign Tumor of the Cervix Uteri	C3607
Benign Tumor of the Uterine Cervix	C3607
Benign Cervix Uteri Neoplasm NOS	C3607
Benign Cervix Uteri Tumor	C3607
Benign Neoplasm of the Uterine Cervix	C3607
Benign Neoplasm of Cervix Uteri	C3607
Benign Neoplasm of the Cervix Uteri	C3607
Benign Cervical Neoplasm	C3607
Benign Tumor of Uterine Cervix	C3607
Benign Uterine Cervix Tumor	C3607
Benign Broad Ligament Neoplasm	C179933
Uterine Ligament Leiomyoma	C179923
Hemangioma of the Placenta	C4868
Angioma of the Placenta	C4868
Chorangioma	C4868
Placental Hemangioma	C4868
Chorangioma Placentae	C4868
Chorangioma of the Placenta	C4868
Placental Angioma	C4868
Chorioangioma	C4868
Hemangioma of Placenta	C4868
Angioma of Placenta	C4868
Placental Polyp	C3521
Placenta Polyp	C3521
Polyp of the Placenta	C3521
Polyp of Placenta	C3521
Benign Ovarian Sex Cord-Stromal Tumor	C6803
Benign Sex Cord-Stromal Neoplasm of Ovary	C6803
Benign Sex Cord-Stromal Tumor of Ovary	C6803
Benign Sex Cord-Stromal Tumor of the Ovary	C6803
Benign Sex Cord-Stromal Neoplasm of the Ovary	C6803
Benign Ovarian Sex Cord-Stromal Neoplasm	C6803
Ovarian Leiomyoma	C179360
Testicular Sertoli Cell Tumor, Lipid Rich Variant	C39943
Testicular Sclerosing Sertoli Cell Tumor	C39945
Benign Tumor of the Epididymis	C3614
Benign Neoplasm of Epididymis	C3614
Benign Epididymal Tumor	C3614
Benign Neoplasm of the Epididymis	C3614
Benign Epididymal Neoplasm	C3614
Benign Tumor of Epididymis	C3614
Testicular Fibroma	C39951
Myoid Gonadal Stromal Tumor	C192116
Gonadal Myoid Stromal Tumor	C192116
Prostate Hemangioma	C161581
Condyloma Acuminatum of the Penis	C192221
Penile Condyloma Acuminatum	C192221
Adult Extracardiac Rhabdomyomatous Hamartoma	C4261
Adult Extracardiac Rhabdomyoma	C4261
Fetal Rhabdomyoma	C4260
Fetal rhabdomyoma	C4260
Bizarre leiomyoma	C4257
Pleomorphic Leiomyoma	C4257
Bizarre Leiomyoma	C4257
Atypical leiomyoma	C4257
Pleomorphic leiomyoma	C4257
Atypical Leiomyoma	C4257
Leiomyomatosis	C3748
Leiomyomatosis, NOS	C3748
Ureteral Leiomyoma	C6161
Ureter Leiomyoma	C6161
Leiomyoma of Ureter	C6161
Leiomyoma of the Ureter	C6161
Uterine Corpus Leiomyoma	C3434
Leiomyoma of Uterine Corpus	C3434
Fibroid of the Uterine Body	C3434
Fibroid of the Uterine Corpus	C3434
Uterine Body Fibroid	C3434
Uterine Corpus Fibroid	C3434
Leiomyoma of the Uterine Body	C3434
Body of Uterus Leiomyoma	C3434
Body of Uterus Fibroid	C3434
Uterine Fibroid	C3434
Leiomyoma of Uterine Body	C3434
Fibromyoma	C3434
Corpus Uteri Leiomyoma	C3434
Uterine Body Leiomyoma	C3434
Fibroid uterus	C3434
Leiomyoma of Corpus Uteri	C3434
Fibroid of the Body of Uterus	C3434
Leiomyoma of the Uterine Corpus	C3434
Fibroid of Body of Uterus	C3434
Leiomyoma of the Corpus Uteri	C3434
Fibroid of Uterine Corpus	C3434
Fibroid of Uterine Body	C3434
Corpus Uteri Fibroid	C3434
Leiomyofibroma	C3434
Uterine Corpus Leiomyomata	C3434
Leiomyoma of Body of Uterus	C3434
Fibroid of the Corpus Uteri	C3434
Leiomyoma of the Body of Uterus	C3434
Fibroid of Corpus Uteri	C3434
Uterine Fibroids	C3434
Myxoid Leiomyoma	C67563
Uterine Ligament Leiomyoma	C179923
Urethra Leiomyoma	C6171
Leiomyoma of Urethra	C6171
Urethral Leiomyoma	C6171
Leiomyoma of the Urethra	C6171
Ovarian Leiomyoma	C179360
Deep Leiomyoma	C6512
Cellular Leiomyoma	C4256
Cellular leiomyoma	C4256
Cervical Leiomyoma	C128046
Bone Leiomyoma	C53964
Uterine Corpus Epithelioid Leiomyoma	C40164
Uterine Corpus Cellular Leiomyoma	C40163
Uterine Corpus Bizarre Leiomyoma	C40167
Uterine Corpus Leiomyoma with Bizarre Nuclei	C40167
Uterine Corpus Leiomyoma, Atypical Variant	C40167
Uterine Corpus Symplastic Leiomyoma	C40167
Intravascular Leiomyomatosis of the Uterus	C5356
Intravenous Leiomyomatosis of the Uterus	C5356
Uterine Corpus Intravenous Leiomyomatosis	C5356
Intravascular Leiomyomatosis of Uterus	C5356
Intravenous Leiomyomatosis of Uterus	C5356
Uterine Corpus Leiomyoma with Apoplectic Change	C40165
Uterine Corpus Apoplectic Leiomyoma	C40165
Uterine Corpus Hemorrhagic Cellular Leiomyoma	C40165
Uterine Corpus Myxoid Leiomyoma	C40166
Cotyledonoid Dissecting Leiomyoma	C40172
Uterine Corpus Dissecting Leiomyoma	C40172
Sternberg Tumor	C40172
Uterine Corpus Leiomyoma, Mitotically Active Variant	C40162
Uterine Corpus Diffuse Leiomyomatosis	C40170
Uterine Corpus Lipoleiomyoma	C40168
Uterine Corpus Lipomatous Leiomyoma	C40168
Uterine Fibroid Degenerated	C3511
Uterine Corpus Degenerated Leiomyoma	C3511
Uterine Leiomyoma Degenerated	C3511
Degenerated Uterine Fibroid	C3511
Uterine Corpus Hydropic Leiomyoma	C126975
Atypical Meningioma	C6852
Adult Atypical Meningioma	C6852
Papillary Meningioma	C8293
Adult Papillary Meningioma	C8293
Intraparenchymal Clear Cell Meningioma of Brainstem	C5295
Intraparenchymal Clear Cell Meningioma of the Brainstem	C5295
Brain Stem Intraparenchymal Clear Cell Meningioma	C5295
Brainstem Intraparenchymal Clear Cell Meningioma	C5295
Atypical Meningioma	C6852
Adult Atypical Meningioma	C6852
Papillary Meningioma	C8293
Adult Papillary Meningioma	C8293
Papillary Meningioma of the Cerebellum	C5270
Cerebellar Papillary Meningioma	C5270
Papillary Meningioma of Cerebellum	C5270
Fibrosarcomatous dermatofibrosarcoma protuberans	C27547
Fibrosarcomatous Dermatofibrosarcoma Protuberans	C27547
Angiofibroma of Nose	C201129
Fibrous Papule of Nose	C201129
Angiofibroma of Soft Tissue	C177323
Cellular Angiofibroma	C27257
Cellular angiofibroma	C27257
Giant Cell Angiofibroma	C27256
Giant cell angiofibroma	C27256
Ovarian Cellular Fibroma	C7291
Sinonasal Desmoid Fibromatosis	C173133
Sinonasal Desmoid-Type Fibromatosis	C173133
Diffuse Low Grade Glioma, BRAF p.V600E-Mutant	C185221
Diffuse Low-Grade Glioma, BRAF p.V600E Mutant	C185221
Diffuse Low-Grade Glioma, FGFR1 Tyrosine Kinase Domain-Duplicated	C185219
Diffuse Low-Grade Glioma, FGFR1 TKD-Duplicated	C185219
Diffuse Low Grade Glioma, FGFR1 TKD-Duplicated	C185219
Diffuse Low Grade Glioma, FGFR1 Tyrosine Kinase Domain-Duplicated	C185219
Diffuse Low-Grade Glioma, FGFR1-Mutant	C185220
Diffuse Low Grade Glioma, FGFR1-Mutant	C185220
Unresectable Oligodendroglioma	C203284
Resectable Oligodendroglioma	C188470
Oligodendroglioma, NOS	C129319
Oligodendroglioma, Not Otherwise Specified	C129319
Recurrent Oligodendroglioma	C160737
Oligodendroglioma, IDH Mutant and 1p/19q Codeleted	C129318
Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted	C129318
Oligodendroglioma, IDH-mutant and 1p/19q-codeleted	C129318
Brain Oligodendroglioma	C9377
Oligodendroglioma of the Brain	C9377
Oligodendroglioma of Brain	C9377
Grade 2 Adult Oligodendroglial Tumor	C4014
Adult Oligodendroglioma	C4014
Oligodendroglioma	C4014
Grade II Adult Oligodendroglial Tumor	C4014
Spinal Cord Oligodendroglioma	C4535
Oligodendroglioma of Spinal Cord	C4535
Well Differentiated Spinal Cord Oligodendroglial Tumor	C4535
Well Differentiated Spinal Cord Oligodendroglioma	C4535
Diffuse Pediatric-Type High-Grade Glioma RTK2	C185468
Diffuse Pediatric-Type High Grade Glioma RTK2	C185468
pHGG RTK2	C185468
Diffuse Pediatric-Type High Grade Glioma MYCN	C185470
Diffuse Pediatric-Type High-Grade Glioma MYCN	C185470
pHGG MYCN	C185470
Diffuse Pediatric-Type High-Grade Glioma RTK1	C185469
pHGG RTK1	C185469
Diffuse Pediatric-Type High Grade Glioma RTK1	C185469
Unresectable Oligodendroglioma	C203284
Recurrent Diffuse Astrocytoma	C167081
Diffuse Astrocytoma, NOS	C129277
Diffuse Astrocytoma, Not Otherwise Specified	C129277
Protoplasmic Astrocytoma	C4320
Protoplasmic astrocytoma	C4320
Fibrillary Astrocytoma	C4322
Fibrous astrocytoma	C4322
Fibrillary astrocytoma	C4322
Gemistocytic astrocytoma	C4321
Gemistocytic Astrocytoma	C4321
Gemistocytoma	C4321
Diffuse Astrocytoma, IDH Wild Type	C129274
Diffuse Astrocytoma, IDH-Wildtype	C129274
Diffuse astrocytoma, IDH-wildtype	C129274
WHO Grade II Astrocytoma	C7174
WHO Grade 2 Astrocytoma	C7174
Adult Diffuse Astrocytoma	C7174
Diffuse Astrocytoma	C7174
Astrocytoma, IDH-Mutant, Grade 2	C129271
Astrocytoma, IDH-Mutant, Grade II	C129271
Diffuse Astrocytoma, IDH-Mutant	C129271
Diffuse astrocytoma, IDH-mutant	C129271
Diffuse Astrocytoma, IDH Mutant	C129271
Childhood Diffuse Hemispheric Glioma, H3 G34-Mutant	C188926
Adult Diffuse Hemispheric Glioma, H3 G34-Mutant	C188927
Recurrent Diffuse Hemispheric Glioma, H3 G34-Mutant	C203273
Diffuse Non-Pontine Midline Glioma	C182436
Non-Pontine-DMG	C182436
Diffuse Intrinsic Pontine Glioma	C94764
diffuse intrinsic pontine glioma	C94764
DIPG	C94764
Pontine (DIPG)	C94764
Diffuse Midline Glioma, H3 K27-Altered	C185368
Recurrent Ependymoma	C157601
Clear cell ependymoma	C4714
Clear Cell Ependymoma	C4714
Adult Ependymoma	C9092
Adult Well-Differentiated Ependymoma	C9092
Well-Differentiated Adult Ependymoma	C9092
Ependymoma	C9092
Refractory Ependymoma	C147108
Tanycytic ependymoma	C6903
Tanycytic Ependymoma	C6903
Cellular Ependymoma	C4713
Cellular ependymoma	C4713
Intracranial Ependymoma	C156462
Brain Ependymoma	C156462
Papillary ependymoma	C4319
Papillary Ependymoma	C4319
Spinal Cord Ependymoma	C3875
Ependymoma of Spinal Cord	C3875
Spinal Ependymoma	C3875
Ependymoma of the Spinal Cord	C3875
Spinal Cord Ependymoma without MYCN Amplification	C3875
Spinal Cord Ependymoma, MYCN-Amplified	C186494
Spinal Ependymoma, MYCN-Amplified	C186494
Spinal Cord Ependymoma, MYCN Amplified	C186494
Spinal Ependymoma, MYCN Amplified	C186494
Myxopapillary Ependymoma	C115263
Adult Myxopapillary Ependymoma	C115263
Subependymoma	C115623
Adult Subependymoma	C115623
Angiocentric Neuroepithelial Tumor	C92552
Monomorphus Angiocentric Glioma	C92552
Angiocentric Glioma (WHO Grade 1)	C92552
Angiocentric glioma	C92552
Angiocentric Glioma	C92552
Angiocentric Glioma (WHO Grade I)	C92552
Subependymal Giant Cell Astrocytoma	C3696
Subependymal Giant Cell Astrocytic Tumor	C3696
SEGA	C3696
Subependymal giant cell astrocytoma	C3696
Subependymal Giant Cell Astrocytic Neoplasm	C3696
Pilocytic Astrocytoma	C4047
Grade I Astrocytic Neoplasm	C4047
Grade 1 Astrocytic Neoplasm	C4047
Grade I Astrocytic Tumor	C4047
Grade I Astrocytoma	C4047
Grade 1 Astrocytoma	C4047
Grade 1 Astrocytic Tumor	C4047
Pilocytic astrocytoma	C4047
Recurrent WHO Grade 1 Glioma	C177796
Recurrent WHO Grade I Glioma	C177796
Recurrent WHO Grade II Glioma	C148037
Recurrent Grade II Glioma	C148037
Recurrent Grade 2 Glioma	C148037
Recurrent WHO Grade 2 Glioma	C148037
PXA	C4323
Pleomorphic Xanthoastrocytoma	C4323
Pleomorphic xanthoastrocytoma	C4323
Pleomorphic Xantho-Astrocytoma	C4323
Brain Pilocytic Astrocytoma	C201975
Supratentorial Pleomorphic Xanthoastrocytoma	C156041
Subependymal Giant Cell Astrocytoma	C3696
Subependymal Giant Cell Astrocytic Tumor	C3696
SEGA	C3696
Subependymal giant cell astrocytoma	C3696
Subependymal Giant Cell Astrocytic Neoplasm	C3696
Brain Oligodendroglioma	C9377
Oligodendroglioma of the Brain	C9377
Oligodendroglioma of Brain	C9377
Intracranial Ependymoma	C156462
Brain Ependymoma	C156462
Childhood Cerebral Diffuse Astrocytoma	C8387
Subependymal Giant Cell Astrocytoma	C3696
Subependymal Giant Cell Astrocytic Tumor	C3696
SEGA	C3696
Subependymal giant cell astrocytoma	C3696
Subependymal Giant Cell Astrocytic Neoplasm	C3696
Recurrent Low Grade Astrocytic Tumor	C176464
Recurrent Low Grade Astrocytoma	C176464
Metastatic Low Grade Astrocytoma	C178559
Pilocytic Astrocytoma	C4047
Grade I Astrocytic Neoplasm	C4047
Grade 1 Astrocytic Neoplasm	C4047
Grade I Astrocytic Tumor	C4047
Grade I Astrocytoma	C4047
Grade 1 Astrocytoma	C4047
Grade 1 Astrocytic Tumor	C4047
Pilocytic astrocytoma	C4047
Unresectable Oligodendroglioma	C203284
Unresectable Pilocytic Astrocytoma	C203283
Astrocytoma of Optic Nerve	C6769
Astrocytoma of the Optic Nerve	C6769
Optic Nerve Astrocytoma	C6769
Childhood Visual Pathway Astrocytoma	C7534
Pediatric Visual Pathway Astrocytoma	C7534
Childhood Visual Pathway Astrocytoma	C7534
Pediatric Visual Pathway Astrocytoma	C7534
Recurrent Glioma of the Childhood Visual Pathway	C7529
Relapsed Glioma of Childhood Visual Pathway	C7529
Recurrent Pediatric Visual Pathway Glioma	C7529
Relapsed Glioma of the Pediatric Visual Pathway	C7529
Recurrent Glioma of the Pediatric Visual Pathway	C7529
Relapsed Glioma of the Childhood Visual Pathway	C7529
Recurrent Childhood Visual Pathway Glioma	C7529
Recurrent Glioma of Pediatric Visual Pathway	C7529
Relapsed Glioma of Pediatric Visual Pathway	C7529
Recurrent Glioma of Childhood Visual Pathway	C7529
Relapsed Childhood Visual Pathway Glioma	C7529
Relapsed Pediatric Visual Pathway Glioma	C7529
Recurrent Visual Pathway Glioma	C7529
Unresectable Astrocytoma, IDH-Mutant	C203269
Unresectable Pilocytic Astrocytoma	C203283
Astrocytoma of Spinal Cord	C4641
Spinal Cord Astrocytoma	C4641
Astrocytoma of the Spinal Cord	C4641
Spinal Astrocytoma	C4641
Resectable Astrocytoma	C188469
Glioneuronal Tumor with Neuropil-Like Islands	C92550
Astrocytoma, IDH-Wildtype	C185184
Brain Astrocytoma	C60780
Astrocytoma, NOS	C185185
Astrocytoma, Not Otherwise Specified	C185185
Astrocytoma, IDH-Mutant	C185167
Pilomyxoid astrocytoma	C40315
Pilomyxoid Astrocytoma	C40315
PXA	C4323
Pleomorphic Xanthoastrocytoma	C4323
Pleomorphic xanthoastrocytoma	C4323
Pleomorphic Xantho-Astrocytoma	C4323
Childhood Brain Stem Astrocytoma	C6216
Childhood Brainstem Astrocytoma	C6216
Childhood Brain Stem Gliosarcoma	C114759
Brain Stem Gliosarcoma	C114759
Childhood Diffuse Intrinsic Pontine Glioma	C188924
Adult Brain Stem Gliosarcoma	C9370
Childhood Brain Stem Gliosarcoma	C114759
Brain Stem Gliosarcoma	C114759
Childhood Diffuse Intrinsic Pontine Glioma	C188924
Adult Diffuse Intrinsic Pontine Glioma	C188925
Adult Brainstem Astrocytoma	C6954
Adult Brain Stem Astrocytoma	C6954
Childhood Brain Stem Astrocytoma	C6216
Childhood Brainstem Astrocytoma	C6216
Adult Brain Stem Gliosarcoma	C9370
Adult Diffuse Intrinsic Pontine Glioma	C188925
Adult Brainstem Astrocytoma	C6954
Adult Brain Stem Astrocytoma	C6954
Adult Spinal Ependymoma	C27399
Spinal Cord Ependymoma	C27399
Adult Spinal Cord Ependymoma	C27399
Adult Spinal Cord Ependymoma without MYCN Amplification	C27399
Spinal Cord Pilocytic Astrocytoma	C201976
Cervical Squamous Intraepithelial Neoplasia 2	C40198
CIN 2	C40198
Moderate Squamous Dysplasia of the Cervix	C40198
cervical squamous intraepithelial neoplasia 2	C40198
Anal Squamous Intraepithelial Neoplasia 2	C157574
AIN2	C157574
Anal Intraepithelial Neoplasia 2	C157574
Grade II PeIN	C7665
Grade II Penile Intraepithelial Neoplasia	C7665
Grade 2 Penile Intraepithelial Neoplasia	C7665
Grade II PeIN	C7665
Grade II Penile Intraepithelial Neoplasia	C7665
Grade 2 Penile Intraepithelial Neoplasia	C7665
Cervical Squamous Intraepithelial Neoplasia 2	C40198
CIN 2	C40198
Moderate Squamous Dysplasia of the Cervix	C40198
cervical squamous intraepithelial neoplasia 2	C40198
Cervical Squamous Intraepithelial Neoplasia 1	C40199
CIN 1	C40199
cervical squamous intraepithelial neoplasia 1	C40199
Penile Bowenoid Papulosis	C39963
Warty-Basaloid PeIN	C162546
Warty-Basaloid Penile Intraepithelial Neoplasia	C162546
Basaloid (Undifferentiated) Penile Intraepithelial Neoplasia	C162542
Basaloid (Undifferentiated) PeIN	C162542
Basaloid Penile Intraepithelial Neoplasia	C162542
Basaloid PeIN	C162542
Warty (Bowenoid) PeIN	C162543
Warty Penile Intraepithelial Neoplasia	C162543
Warty (Bowenoid) Penile Intraepithelial Neoplasia	C162543
Warty PeIN	C162543
Masaoka-Koga Stage IVb	C112012
Stage IVb	C112012
Masaoka Stage IVb	C112012
Stage IVa	C112011
Masaoka-Koga Stage IVa	C112011
Masaoka Stage IVa	C112011
Masaoka-Koga Stage IIb	C112009
Masaoka Stage IIb	C112009
Stage IIb	C112009
Masaoka-Koga Stage IIa	C112008
Masaoka Stage IIa	C112008
Stage IIa	C112008
Stage IVB Thymoma	C136356
Stage IVB Thymoma AJCC v8	C136356
Stage IVA Thymoma	C136354
Stage IVA Thymoma AJCC v8	C136354
Stage IIIB Thymoma AJCC v8	C136352
Stage IIIB Thymoma	C136352
Stage IIIA Thymoma	C136351
Stage IIIA Thymoma AJCC v8	C136351
Stage IIIA Thymoma	C136351
Stage IIIA Thymoma AJCC v8	C136351
Stage IIIB Thymoma AJCC v8	C136352
Stage IIIB Thymoma	C136352
Stage IVA Thymoma	C136354
Stage IVA Thymoma AJCC v8	C136354
Stage IVB Thymoma	C136356
Stage IVB Thymoma AJCC v8	C136356
Stage IIIB Gestational Trophoblastic Tumor	C87158
Stage IIIB Gestational Trophoblastic Tumor AJCC v7	C87158
Stage IIIA Gestational Trophoblastic Tumor AJCC v7	C87157
Stage IIIA Gestational Trophoblastic Tumor	C87157
Stage IVA Gestational Trophoblastic Tumor	C87160
Stage IVA Gestational Trophoblastic Tumor AJCC v7	C87160
Stage IVB Gestational Trophoblastic Tumor AJCC v7	C87161
Stage IVB Gestational Trophoblastic Tumor	C87161
Stage IIB Gestational Trophoblastic Tumor AJCC v7	C87155
Stage IIB Gestational Trophoblastic Tumor	C87155
Stage IIA Gestational Trophoblastic Tumor	C87154
Stage IIA Gestational Trophoblastic Tumor AJCC v7	C87154
Stage IB Gestational Trophoblastic Tumor AJCC v7	C87152
Stage IB Gestational Trophoblastic Tumor	C87152
Stage IA Gestational Trophoblastic Tumor AJCC v7	C87151
Stage IA Gestational Trophoblastic Tumor	C87151
Ovarian Small Cell Neuroendocrine Carcinoma	C40440
Ovarian Small Cell NEC	C40440
Ovarian Small Cell Carcinoma, Pulmonary-Type	C40440
SCCOHT	C40439
Ovarian Small Cell Carcinoma, Hypercalcemic Type	C40439
Stage I Ovarian Epithelial Cancer	C7829
Stage I Ovarian Cancer AJCC v6	C7829
stage I ovarian epithelial cancer	C7829
FIGO Stage I Cancer of Ovary	C7829
Stage I Ovarian Cancer AJCC v6 and v7	C7829
Stage I Ovarian Carcinoma	C7829
FIGO Stage I Carcinoma of Ovary	C7829
FIGO Stage I Carcinoma of the Ovary	C7829
FIGO Stage I Ovarian Cancer	C7829
FIGO Stage I Ovarian Carcinoma	C7829
Ovarian Cancer Stage I	C7829
Stage I Ovarian Cancer	C7829
Stage I Ovarian Cancer AJCC v7	C7829
AJCC Stage I Ovarian Cancer	C7829
FIGO Stage I Cancer of the Ovary	C7829
FIGO Stage IC1 Ovarian Carcinoma	C128082
FIGO Stage IC1 Ovarian Cancer	C128082
Stage IVA Ovarian Epithelial Cancer	C128094
FIGO Stage IVA Ovarian Carcinoma	C128094
FIGO Stage IVA Ovarian Cancer	C128094
FIGO Stage IC2 Ovarian Cancer	C128083
FIGO Stage IC2 Ovarian Carcinoma	C128083
FIGO Stage IVB Ovarian Carcinoma	C128095
FIGO Stage IVB Ovarian Cancer	C128095
Stage IVB Ovarian Epithelial Cancer	C128095
FIGO Stage IC3 Ovarian Cancer	C128084
FIGO Stage IC3 Ovarian Carcinoma	C128084
FIGO Stage III Ovarian Cancer	C128086
FIGO Stage III Ovarian Carcinoma	C128086
FIGO Stage II Ovarian Carcinoma	C128085
FIGO Stage II Ovarian Cancer	C128085
Stage IV Ovarian Cancer	C7832
AJCC Stage IV Ovarian Cancer	C7832
FIGO Stage IV Cancer of Ovary	C7832
Ovarian Cancer Stage IV	C7832
Stage IV Ovarian Cancer AJCC v6 and v7	C7832
Stage IV Ovarian Cancer AJCC v7	C7832
Stage IV Ovarian Carcinoma	C7832
FIGO Stage IV Ovarian Cancer	C7832
FIGO Stage IV Carcinoma of Ovary	C7832
Stage IV Ovarian Epithelial Cancer	C7832
FIGO Stage IV Carcinoma of the Ovary	C7832
FIGO Stage IV Cancer of the Ovary	C7832
stage IV ovarian epithelial cancer	C7832
Stage IV Ovarian Cancer AJCC v6	C7832
FIGO Stage IV Ovarian Carcinoma	C7832
Stage II Ovarian Epithelial Cancer	C7830
Stage II Ovarian Carcinoma	C7830
Ovarian Cancer Stage II	C7830
Stage II Ovarian Cancer AJCC v7	C7830
