code,pref_name
C7776,Stage III Anal Canal Cancer AJCC v6 and v7
C8039,Stage II Hypopharyngeal Carcinoma AJCC v6 and v7
C8042,Stage II Laryngeal Cancer AJCC v6 and v7
C8043,Stage III Laryngeal Cancer AJCC v6 and v7
C8684,Ann Arbor Stage III Enteropathy-Associated T-Cell Lymphoma
C87503,Stage IVC Sinonasal Cancer AJCC v7
C87550,Stage IVB Thyroid Gland Medullary Carcinoma AJCC v7
C87775,Stage IIA Gastric Cancer AJCC v7
C8722,Stage III Fallopian Tube Cancer AJCC v6
C87301,Stage IVA Lip and Oral Cavity Cancer AJCC v6 and v7
C88096,Stage IA Ampulla of Vater Cancer AJCC v7
C88098,Stage IIA Ampulla of Vater Cancer AJCC v7
C8876,Ann Arbor Stage I Primary Mediastinal Large B-Cell Lymphoma
C88984,Stage IV Nasopharyngeal Carcinoma AJCC v7
C89195,Stage I Penile Cancer AJCC v7
C89551,Stage II Cervical Cancer AJCC v7
C89451,Stage II Vulvar Cancer AJCC v7
C9051,Stage II Vulvar Cancer AJCC v6
C91251,Hypopharyngeal Carcinoma by AJCC v7 Stage
C90522,Nasopharyngeal Carcinoma by AJCC v6 Stage
C90524,Hypopharyngeal Carcinoma by AJCC v6 Stage
C8185,Postcricoid Squamous Cell Carcinoma
C8191,Supraglottic Verrucous Carcinoma
C8228,Stage IV Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7
C8217,Stage I Oropharyngeal Squamous Cell Carcinoma AJCC v6 and v7
C7901,Stage I Testicular Cancer AJCC v6 and v7
C8175,Buccal Mucosa Verrucous Carcinoma
C8235,Stage IV Hypopharyngeal Squamous Cell Carcinoma AJCC v7
C8183,Tonsillar Squamous Cell Carcinoma
C115361,Recurrent Childhood Fibrillary Astrocytoma
C115376,Recurrent Childhood Protoplasmic Astrocytoma
C115117,Stage IA Esophageal Cancer AJCC v7
C115118,Stage IB Esophageal Cancer AJCC v7
C126750,Oropharyngeal Poorly Differentiated Carcinoma
C132733,Stage IVA Lip and Oral Cavity Cancer AJCC v8
C132817,Stage I Nasopharyngeal Carcinoma AJCC v8
C132819,Stage III Nasopharyngeal Carcinoma AJCC v8
C132885,Clinical Stage I HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8
C132899,Pathologic Stage II HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8
C134123,Stage IIB Appendix Carcinoma AJCC v8
C134126,Stage IIIA Appendix Carcinoma AJCC v8
C133648,Clinical Stage I Gastric Cancer AJCC v8
C133649,Clinical Stage II Gastric Cancer AJCC v8
C134870,Stage IIA Ampulla of Vater Cancer AJCC v8
C134873,Stage IIIA Ampulla of Vater Cancer AJCC v8
C133671,Postneoadjuvant Therapy Stage II Gastric Cancer AJCC v8
C134297,Stage III Rectal Cancer AJCC v8
C135207,Stage IIA Colorectal Neuroendocrine Tumor AJCC v8
C135127,Stage III Ileal Neuroendocrine Tumor AJCC v8
C139622,Stage II Vulvar Cancer AJCC v8
C140164,Stage I Prostate Cancer AJCC v8
C140169,Stage III Prostate Cancer AJCC v8
C140416,Bladder Cancer by AJCC v8 Stage
C140464,Urethral Cancer by AJCC v7 Stage
C141048,Stage IVB Thyroid Gland Medullary Carcinoma AJCC v8
C139661,Stage II Vaginal Cancer AJCC v8
C139665,Stage III Vaginal Cancer AJCC v8
C139743,Stage II Cervical Cancer AJCC v8
C140080,Stage II Penile Cancer AJCC v8
C148387,Recurrent Paranasal Sinus Squamous Cell Carcinoma
C157497,Castration-Resistant Prostate Carcinoma Refractory to Second-Generation Androgen Receptor Axis-Targeted Agents
C164159,Locally Advanced Renal Pelvis and Ureter Urothelial Carcinoma
C163966,Advanced Renal Pelvis Carcinoma
C201907,Oropharyngeal Human Papillomavirus-Related Non-Keratinizing Squamous Cell Carcinoma
C39870,Prostatic Urethral Malignant Neoplasm
C4577,Malignant Cerebral Neoplasm
C44960,Chlamydia Psittaci-Associated Ocular Adnexal Mucosa-Associated Lymphoid Tissue Lymphoma
C171281,Locally Advanced Oral Cavity Carcinoma
C180334,Advanced Microsatellite Stable Ovarian Carcinoma
C181029,Advanced Vaginal Adenosquamous Carcinoma
C181599,Stage IV Cervical Cancer AJCC v9
C181714,Epiglottic Squamous Cell Carcinoma
C181583,Stage II Cervical Cancer AJCC v9
C188938,Adult Supratentorial Ependymoma ZFTA Fusion-Positive
C4894,Benign Endometrial Neoplasm
C5711,Stage IV Pancreatic Cancer AJCC v6 and v7
C5881,Stage IVB Lip Cancer AJCC v6 and v7
C5939,Submandibular Gland Mucoepidermoid Carcinoma
C5943,Submandibular Gland Squamous Cell Carcinoma
C5970,Childhood Cerebellar Neoplasm
C5969,Childhood Brain Stem Neoplasm
C6055,Stage III Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7
C6002,Stage IVC Pharyngeal Cancer
C5438,Corpus Callosum Lipoma
C5547,Rectal Neuroendocrine Tumor G1
C5574,Occipital Lobe Neoplasm
C7553,Stage II Prostate Cancer AJCC v6
C7522,Stage IV Renal Pelvis and Ureter Cancer AJCC v7
C7397,Stage IV Nasopharyngeal Carcinoma AJCC v6
C6700,Pyriform Fossa Carcinoma
C6771,Olfactory Groove Meningioma
C6842,Frontal Sinus Inverted Papilloma
C6843,Ethmoid Sinus Inverted Papilloma
C6868,Stage IV Laryngeal Cancer AJCC v6
C6873,Stage IV Anal Canal Cancer AJCC v6 and v7
C7775,Stage II Anal Canal Cancer AJCC v6 and v7
C7803,Stage II Cervical Cancer AJCC v6
C203387,Ascending Colon Neuroendocrine Tumor
C3554,Malignant Exocervical Neoplasm
C173694,Advanced Pharyngeal Squamous Cell Carcinoma
C170778,Locally Advanced Rectal Carcinoma
C172276,Advanced Renal Pelvis and Ureter Urothelial Carcinoma
C190773,Locally Advanced Non-Muscle Invasive Bladder Carcinoma
C8190,Subglottic Verrucous Carcinoma
C8224,Stage II Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7
C8240,Stage II Laryngeal Verrucous Carcinoma AJCC v6 and v7
C8393,Lower Gingival Carcinoma
C8242,Stage III Laryngeal Verrucous Carcinoma AJCC v6 and v7
C8244,Stage IV Laryngeal Verrucous Carcinoma AJCC v7
C8533,Stage IV Hypopharyngeal Carcinoma AJCC v6
C8685,Ann Arbor Stage IV Enteropathy-Associated T-Cell Lymphoma
C91244,Nasopharyngeal Carcinoma by AJCC v7 Stage
C91248,Oropharyngeal Carcinoma by AJCC v7 Stage
C9037,Stage I Anal Canal Cancer AJCC v6 and v7
C9052,Stage III Vulvar Cancer AJCC v6
C9074,Stage III Testicular Cancer AJCC v6 and v7
C87776,Stage IIB Gastric Cancer AJCC v7
C89047,Stage IV Hypopharyngeal Carcinoma AJCC v7
C88982,Stage II Nasopharyngeal Carcinoma AJCC v7
C8879,Ann Arbor Stage IV Primary Mediastinal Large B-Cell Lymphoma
C89194,Stage 0 Penile Cancer AJCC v7
C115334,Proximal Urethral Carcinoma
C115210,Distal Urethral Carcinoma
C115075,Stage IVB Sinonasal Squamous Cell Carcinoma AJCC v7
C137653,Clinical Stage IIB Cutaneous Melanoma AJCC v8
C139619,Stage I Vulvar Cancer AJCC v8
C139623,Stage III Vulvar Cancer AJCC v8
C139667,Stage IV Vaginal Cancer AJCC v8
C139734,Stage I Cervical Cancer AJCC v8
C140087,Stage IV Penile Cancer AJCC v8
C139984,Stage I Fallopian Tube Cancer AJCC v8
C139988,Stage II Fallopian Tube Cancer AJCC v8
C139997,Stage IV Fallopian Tube Cancer AJCC v8
C140173,Stage IV Prostate Cancer AJCC v8
C140356,Renal Pelvis Cancer by AJCC v8 Stage
C140370,Stage III Renal Pelvis and Ureter Cancer AJCC v8
C140373,Stage IV Renal Pelvis and Ureter Cancer AJCC v8
C140233,Stage II Testicular Cancer AJCC v8
C140237,Stage III Testicular Cancer AJCC v8
C132734,Stage IVB Lip and Oral Cavity Cancer AJCC v8
C132785,Stage II Major Salivary Gland Cancer AJCC v8
C132816,Nasopharyngeal Carcinoma by AJCC v8 Stage
C132891,Clinical Stage III HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8
C132893,Clinical Stage IV HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8
C133663,Pathologic Stage III Gastric Cancer AJCC v8
C132994,Oropharyngeal (p16-Negative) Carcinoma by AJCC v8 Stage
C133005,Stage I Hypopharyngeal Carcinoma AJCC v8
C133007,Stage III Hypopharyngeal Carcinoma AJCC v8
C132998,Stage III Oropharyngeal (p16-Negative) Carcinoma AJCC v8
C132999,Stage IV Oropharyngeal (p16-Negative) Carcinoma AJCC v8
C133082,Stage IVC Sinonasal Cancer AJCC v8
C133008,Stage IV Hypopharyngeal Carcinoma AJCC v8
C134122,Stage IIA Appendix Carcinoma AJCC v8
C134128,Stage IIIC Appendix Carcinoma AJCC v8
C134130,Stage IVA Appendix Carcinoma AJCC v8
C134293,Stage II Rectal Cancer AJCC v8
C134928,Stage III Pancreatic Cancer AJCC v8
C135210,Stage IIIB Colorectal Neuroendocrine Tumor AJCC v8
C135120,Stage I Jejunal Neuroendocrine Tumor AJCC v8
C135121,Stage II Jejunal Neuroendocrine Tumor AJCC v8
C135125,Stage I Ileal Neuroendocrine Tumor AJCC v8
C134874,Stage IIIB Ampulla of Vater Cancer AJCC v8
C200569,Oligometastatic Intrahepatic Cholangiocarcinoma
C203390,Transverse Colon Neuroendocrine Tumor
C153200,Locally Advanced Lung Non-Squamous Non-Small Cell Carcinoma
C153201,Advanced Lung Non-Small Cell Squamous Carcinoma
C153810,Recurrent Parotid Gland Squamous Cell Carcinoma
C154322,Locally Advanced Sinonasal Squamous Cell Carcinoma
C170777,Advanced Rectal Carcinoma
C170783,Advanced Oropharyngeal Carcinoma
C176891,Advanced Intrahepatic Cholangiocarcinoma
C179924,Broad Ligament Leiomyoma
C185351,Locally Advanced Paranasal Sinus Squamous Cell Carcinoma
C185067,Advanced Fibrolamellar Carcinoma
C186349,"Supratentorial Ependymoma, Not Otherwise Specified"
C186350,Supratentorial Ependymoma ZFTA Fusion-Positive
C186272,Unresectable Ovarian High Grade Serous Adenocarcinoma
C192787,Locally Advanced Pancreatic Neuroendocrine Tumor G3
C186627,Stage II Cervical Cancer FIGO 2009
C186632,Stage III Cervical Cancer FIGO 2009
C189977,Advanced Platinum-Resistant Ovarian Carcinoma
C150514,Metastatic Renal Pelvis Urothelial Carcinoma
C156037,Third Ventricle Pilocytic Astrocytoma
C156077,Metastatic Nasopharyngeal Keratinizing Squamous Cell Carcinoma
C171280,Locally Advanced Hypopharyngeal Carcinoma
C172703,Rectal Neuroendocrine Tumor G3
C157754,Metastatic Bladder Lipid-Rich Urothelial Carcinoma
C161609,Double-Negative Prostate Carcinoma
C156745,Locally Advanced Microsatellite Stable Colorectal Carcinoma
C162616,Locally Advanced Ureter Urothelial Carcinoma
C163954,Advanced Bladder Urothelial Carcinoma
C163955,Advanced Ureter Urothelial Carcinoma
C162234,Stage II Cervical Cancer FIGO 2018
C162876,Metastatic Paranasal Sinus Squamous Cell Carcinoma
C173814,Locally Advanced Intrahepatic Cholangiocarcinoma
C173173,Nasal Cavity Extranodal NK/T-Cell Lymphoma
C27283,Stage I AIDS-Related Anal Canal Cancer AJCC v6 and v7
C3643,Stage 0 Penile Cancer AJCC v6
C35698,Benign Uvula Neoplasm
C39899,Secondary Prostate Urothelial Carcinoma
C39964,Typical Ovarian Thecoma
C39968,Moderately Differentiated Ovarian Sertoli-Leydig Cell Tumor
C39974,Ovarian Sertoli-Leydig Cell Tumor with Retiform Elements
C5470,Stage IIIB Gastric Cancer AJCC v7
C5471,Stage IIIA Gastric Cancer AJCC v7
C5497,Colon Neuroendocrine Tumor G1
C8041,Stage I Laryngeal Cancer AJCC v6 and v7
C8050,Stage III Oropharyngeal Carcinoma AJCC v6
C7099,Stage D Prostate Cancer
C7785,Stage I Pancreatic Cancer AJCC v6 and v7
C7787,Stage III Pancreatic Cancer AJCC v6 and v7
C7792,Stage III Rectal Cancer AJCC v6
C7912,Recurrent Anterior Pituitary Gland Neoplasm
C7869,Stage III Penile Cancer AJCC v6
C7858,Stage III Vaginal Cancer AJCC v6 and v7
C6809,Cerebellar Pilocytic Astrocytoma
C7263,Thyroid Gland Immunoblastic Lymphoma
C6000,Stage IVA Pharyngeal Cancer
C5880,Stage IVA Lip Cancer AJCC v6 and v7
C5896,Stage II Major Salivary Gland Cancer AJCC v7
C5898,Stage IV Major Salivary Gland Cancer AJCC v7
C5882,Stage IVC Lip Cancer AJCC v6 and v7
C5889,Stage IVC Oral Cavity Cancer AJCC v6 and v7
C6221,Thalamic Neoplasm
C6264,Benign Ovarian Luteinized Thecoma
C8189,Glottis Verrucous Carcinoma
C8230,Recurrent Nasopharyngeal Keratinizing Squamous Cell Carcinoma
C8222,Stage I Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7
C8392,Upper Gingival Carcinoma
C5283,Diaphragma Sellae Meningioma
C5267,Falx Cerebri Meningioma
C6122,Stage IVA Laryngeal Squamous Cell Carcinoma AJCC v7
C6072,Stage IVC Paranasal Sinus Cancer AJCC v7
C6070,Stage IVA Paranasal Sinus Cancer AJCC v7
C61574,Uterine Corpus Cancer
C6053,Stage I Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7
C6056,Stage IV Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7
C8877,Ann Arbor Stage II Primary Mediastinal Large B-Cell Lymphoma
C88983,Stage III Nasopharyngeal Carcinoma AJCC v7
C89021,Stage III Oropharyngeal Carcinoma AJCC v7
C89045,Stage I Hypopharyngeal Carcinoma AJCC v7
C87549,Stage IVA Thyroid Gland Medullary Carcinoma AJCC v7
C87777,Stage IIIC Gastric Cancer AJCC v7
C89232,Stage I Prostate Cancer AJCC v7
C89234,Stage III Prostate Cancer AJCC v7
C89692,Stage III Fallopian Tube Cancer AJCC v7
C8682,Ann Arbor Stage I Enteropathy-Associated T-Cell Lymphoma
C8595,Postcricoid Carcinoma
C8635,Stage III Rectosigmoid Cancer AJCC v6
C9205,Stage III Cervical Cancer AJCC v6 and v7
C9206,Stage IV Cervical Cancer AJCC v6 and v7
C9073,Stage II Testicular Cancer AJCC v6 and v7
C9053,Stage IV Vulvar Cancer AJCC v6
C91202,Bladder Cancer by AJCC v7 Stage
C132781,Stage I Major Salivary Gland Cancer AJCC v8
C132900,Pathologic Stage III HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8
C132820,Stage IV Nasopharyngeal Carcinoma AJCC v8
C132818,Stage II Nasopharyngeal Carcinoma AJCC v8
C132901,Pathologic Stage IV HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8
C138170,Basal-Like Prostate Carcinoma
C134131,Stage IVB Appendix Carcinoma AJCC v8
C133798,Stage IIA Anal Cancer AJCC v8
C133799,Stage IIB Anal Cancer AJCC v8
C133801,Stage IIIA Anal Cancer AJCC v8
C133650,Clinical Stage III Gastric Cancer AJCC v8
C133668,Pathologic Stage IV Gastric Cancer AJCC v8
C134930,Stage IV Pancreatic Cancer AJCC v8
C135076,Stage I Duodenal Neuroendocrine Tumor AJCC v8
C134867,Stage IA Ampulla of Vater Cancer AJCC v8
C135123,Stage IV Jejunal Neuroendocrine Tumor AJCC v8
C135208,Stage IIB Colorectal Neuroendocrine Tumor AJCC v8
C135214,Colon Neuroendocrine Tumor by AJCC v8 Stage
C133003,Hypopharyngeal Carcinoma by AJCC v8 Stage
C133159,Stage II Laryngeal Cancer AJCC v8
C139753,Stage IV Cervical Cancer AJCC v8
C141049,Stage IVC Thyroid Gland Medullary Carcinoma AJCC v8
C140457,Urethral Cancer by AJCC v8 Stage
C140377,Renal Pelvis Cancer by AJCC v7 Stage
C140226,Stage 0 Testicular Cancer AJCC v8
C147924,Advanced Lung Non-Squamous Non-Small Cell Carcinoma
C150202,Metastatic Oropharyngeal Squamous Cell Carcinoma
C150211,Advanced Laryngeal Squamous Cell Carcinoma
C153808,Recurrent Submandibular Gland Carcinoma ex Pleomorphic Adenoma
C153811,Recurrent Submandibular Gland Squamous Cell Carcinoma
C165472,Locally Advanced Oral Cavity Squamous Cell Carcinoma
C157766,Metastatic Bladder Sarcomatoid Urothelial Carcinoma
C157768,Metastatic Bladder Clear Cell (Glycogen-Rich) Urothelial Carcinoma
C158587,Unresectable Ureter Urothelial Carcinoma
C162618,Locally Advanced Bladder Urothelial Carcinoma
C165701,Locally Advanced Hypopharyngeal Squamous Cell Carcinoma
C171576,Aggressive Variant Prostate Carcinoma
C172277,Locally Advanced Renal Pelvis Carcinoma
C176514,Unresectable Nasal Cavity Squamous Cell Carcinoma
C178268,Metastatic Microsatellite Stable Colon Carcinoma
C186635,Stage IV Cervical Cancer FIGO 2009
C188126,"Recurrent Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted"
C115062,Stage IVB Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7
C115120,Stage IIIB Esophageal Cancer AJCC v7
C190715,Advanced Pancreatic Neuroendocrine Tumor G2
C201906,Oropharyngeal Human Papillomavirus-Related Keratinizing Squamous Cell Carcinoma
C27446,Colon Enterochromaffin Cell Serotonin-Producing Neuroendocrine Tumor
C35177,Malignant Uvula Neoplasm
C5311,Pituitary Stalk Meningioma
C5292,Frontal Convexity Meningioma
C5284,Tuberculum Sellae Meningioma
C39970,Ovarian Sertoli-Leydig Cell Tumor with Heterologous Elements
C39971,Ovarian Retiform Sertoli-Leydig Cell Tumor
C5468,Stage IA Gastric Cancer AJCC v7
C5469,Stage IB Gastric Cancer AJCC v7
C5433,Cerebral Hemangioma
C203392,Cecum Neuroendocrine Tumor G2
C3570,Malignant Brain Stem Neoplasm
C35687,Parotid Gland Mucosa-Associated Lymphoid Tissue Lymphoma
C4203,Ovarian Luteinized Thecoma
C4209,Well Differentiated Ovarian Sertoli-Leydig Cell Tumor
C5572,Frontal Lobe Neoplasm
C5573,Parietal Lobe Neoplasm
C5520,Cecum Villous Adenoma
C5691,Stage IIA Esophageal Cancer AJCC v7
C5796,Adult Benign Cerebellar Neoplasm
C5888,Stage IVB Oral Cavity Cancer AJCC v6 and v7
C5897,Stage III Major Salivary Gland Cancer AJCC v7
C39869,Bulbomembranous Urethral Malignant Neoplasm
C4955,Benign Cerebellar Neoplasm
C6123,Stage IVB Laryngeal Squamous Cell Carcinoma AJCC v7
C6054,Stage II Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7
C6218,Adult Benign Cerebral Neoplasm
C7396,Stage III Nasopharyngeal Carcinoma AJCC v6
C7556,Stage A Prostate Cancer
C7521,Stage III Renal Pelvis and Ureter Cancer AJCC v7
C8636,Stage IV Rectosigmoid Cancer AJCC v6
C7868,Stage II Penile Cancer AJCC v6
C8049,Stage II Oropharyngeal Carcinoma AJCC v6 and v7
C8040,Stage III Hypopharyngeal Carcinoma AJCC v6
C8038,Stage I Hypopharyngeal Carcinoma AJCC v6
C8238,Stage I Laryngeal Verrucous Carcinoma AJCC v6 and v7
C7786,Stage II Pancreatic Cancer AJCC v6 and v7
C7791,Stage II Rectal Cancer AJCC v6
C88097,Stage IB Ampulla of Vater Cancer AJCC v7
C88099,Stage IIB Ampulla of Vater Cancer AJCC v7
C8720,Stage I Fallopian Tube Cancer AJCC v6 and v7
C8721,Stage II Fallopian Tube Cancer AJCC v6 and v7
C87303,Stage IVC Lip and Oral Cavity Cancer AJCC v6 and v7
C8226,Stage III Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v7
C8219,Stage III Oropharyngeal Squamous Cell Carcinoma AJCC v7
C8221,Recurrent Oropharyngeal Squamous Cell Carcinoma
C8395,Soft Palate Carcinoma
C8412,Stage IV Rectal Cancer AJCC v6
C9075,Stage IV Prostate Cancer AJCC v6
C89452,Stage III Vulvar Cancer AJCC v7
C89046,Stage III Hypopharyngeal Carcinoma AJCC v7
C89196,Stage II Penile Cancer AJCC v7
C89197,Stage III Penile Cancer AJCC v7
C89996,Stage III Rectal Cancer AJCC v7
C90523,Oropharyngeal Carcinoma by AJCC v6 Stage
C8959,Stage IV Penile Cancer AJCC v6
C115063,Stage IVC Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7
C132735,Stage IVC Lip and Oral Cavity Cancer AJCC v8
C132787,Stage IV Major Salivary Gland Cancer AJCC v8
C132882,HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma by AJCC v8 Stage
C132886,Clinical Stage II HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8
C132898,Pathologic Stage I HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8
C132996,Stage I Oropharyngeal (p16-Negative) Carcinoma AJCC v8
C132997,Stage II Oropharyngeal (p16-Negative) Carcinoma AJCC v8
C133006,Stage II Hypopharyngeal Carcinoma AJCC v8
C133160,Stage III Laryngeal Cancer AJCC v8
C133161,Stage IV Laryngeal Cancer AJCC v8
C134127,Stage IIIB Appendix Carcinoma AJCC v8
C134132,Stage IVC Appendix Carcinoma AJCC v8
C135077,Stage II Duodenal Neuroendocrine Tumor AJCC v8
C135078,Stage III Duodenal Neuroendocrine Tumor AJCC v8
C134868,Stage IB Ampulla of Vater Cancer AJCC v8
C134871,Stage IIB Ampulla of Vater Cancer AJCC v8
C135527,Rectal Neuroendocrine Tumor by AJCC v8 Stage
C135206,Stage I Colorectal Neuroendocrine Tumor AJCC v8
C135209,Stage IIIA Colorectal Neuroendocrine Tumor AJCC v8
C133802,Stage IIIB Anal Cancer AJCC v8
C133803,Stage IIIC Anal Cancer AJCC v8
C133672,Postneoadjuvant Therapy Stage III Gastric Cancer AJCC v8
C133673,Postneoadjuvant Therapy Stage IV Gastric Cancer AJCC v8
C134292,Stage I Rectal Cancer AJCC v8
C134301,Stage IV Rectal Cancer AJCC v8
C139658,Stage I Vaginal Cancer AJCC v8
C139749,Stage III Cervical Cancer AJCC v8
C140076,Stage 0 Penile Cancer AJCC v8
C139991,Stage III Fallopian Tube Cancer AJCC v8
C140364,Stage I Renal Pelvis and Ureter Cancer AJCC v8
C140367,Stage II Renal Pelvis and Ureter Cancer AJCC v8
C141047,Stage IVA Thyroid Gland Medullary Carcinoma AJCC v8
C139627,Stage IV Vulvar Cancer AJCC v8
C138168,Luminal A Prostate Carcinoma
C138169,Luminal B Prostate Carcinoma
C142868,Advanced Microsatellite Stable Colorectal Carcinoma
C148386,Refractory Paranasal Sinus Squamous Cell Carcinoma
C150204,Advanced Oral Cavity Squamous Cell Carcinoma
C150209,Metastatic Nasopharyngeal Squamous Cell Carcinoma
C150212,Metastatic Hypopharyngeal Squamous Cell Carcinoma
C157769,Metastatic Bladder Giant Cell Urothelial Carcinoma
C157770,Metastatic Bladder Nested Urothelial Carcinoma
C157751,Metastatic Bladder Plasmacytoid Urothelial Carcinoma
C170774,Alveolar Ridge Squamous Cell Carcinoma
C180337,Advanced Microsatellite Stable Endometrial Carcinoma
C179882,Basal Ganglia Neoplasm
C189319,Ovarian Sertoli-Leydig Cell Tumor Molecular Subtypes
C190713,Advanced Pancreatic Neuroendocrine Tumor G1
C185472,"Infant-Type Hemispheric Glioma, NTRK-Altered"
C185473,"Infant-Type Hemispheric Glioma, ROS1-Altered"
C185474,"Infant-Type Hemispheric Glioma, ALK-Altered"
C186355,"Supratentorial Ependymoma, YAP1-MAMLD1 Fusion-Positive"
C181592,Stage III Cervical Cancer AJCC v9
C181564,Stage I Cervical Cancer AJCC v9
C153807,Recurrent Submandibular Gland Mucoepidermoid Carcinoma
C162226,Stage I Cervical Cancer FIGO 2018
C160443,Colon Neuroendocrine Tumor G2
C160451,Rectal Neuroendocrine Tumor G2
C160158,Carcinoma Arising in Bladder Diverticulum
C163963,Advanced Urethral Urothelial Carcinoma
C165473,Locally Advanced Laryngeal Squamous Cell Carcinoma
C167236,Metastatic Nasal Cavity Squamous Cell Carcinoma
C167238,Advanced Colon Carcinoma
C172620,Advanced Kidney Medullary Carcinoma
C173716,Parotid Gland Follicular Lymphoma
C174032,Advanced Cervical Adenosquamous Carcinoma
C203388,Descending Colon Neuroendocrine Tumor
C203389,Sigmoid Colon Neuroendocrine Tumor
C203412,Locally Advanced Kidney Medullary Carcinoma
C4941,Soft Palate Squamous Cell Carcinoma
C4523,Stage 0 Testicular Cancer AJCC v6 and v7
C5126,Malignant Diencephalic Neoplasm
C54284,Paranasal Sinus Keratinizing Squamous Cell Carcinoma
C54285,Nasal Cavity Keratinizing Squamous Cell Carcinoma
C5501,Cecum Neuroendocrine Tumor G1
C3573,Malignant Pineal Region Neoplasm
C3631,Benign Pineal Region Neoplasm
C3129,Hypothalamic Neoplasm
C4041,Floor of Mouth Squamous Cell Carcinoma
C39973,"Poorly Differentiated Ovarian Sertoli-Leydig Cell Tumor, Variant with Heterologous Elements"
C39842,Urachal Carcinoma
C5567,Temporal Lobe Neoplasm
C7597,Stage IV Vaginal Cancer AJCC v6 and v7
C8048,Stage I Oropharyngeal Carcinoma AJCC v6 and v7
C7790,Stage I Rectal Cancer AJCC v6 and v7
C7854,Stage I Vulvar Cancer AJCC v6
C7856,Stage I Vaginal Cancer AJCC v6 and v7
C7920,Stage II Nasopharyngeal Carcinoma AJCC v6
C8232,Stage I Hypopharyngeal Squamous Cell Carcinoma AJCC v7
C8218,Stage II Oropharyngeal Squamous Cell Carcinoma AJCC v6 and v7
C8220,Stage IV Oropharyngeal Squamous Cell Carcinoma AJCC v7
C8246,Recurrent Laryngeal Verrucous Carcinoma
C8233,Stage II Hypopharyngeal Squamous Cell Carcinoma AJCC v6 and v7
C8234,Stage III Hypopharyngeal Squamous Cell Carcinoma AJCC v7
C8236,Recurrent Hypopharyngeal Squamous Cell Carcinoma
C8394,Hard Palate Carcinoma
C8400,Gastric Antrum Carcinoma In Situ AJCC v6 and v7
C8407,Posterior Tongue Carcinoma
C6433,Endometrial Polyp
C6124,Stage IVC Laryngeal Squamous Cell Carcinoma AJCC v7
C6263,Malignant Ovarian Luteinized Thecoma
C6268,"Childhood Cerebral Ependymoma, Not Otherwise Specified"
C6064,Maxillary Sinus Squamous Cell Carcinoma
C6060,Recurrent Oral Cavity Squamous Cell Carcinoma
C5938,Parotid Gland Mucoepidermoid Carcinoma
C5942,Parotid Gland Squamous Cell Carcinoma
C7555,Stage I Prostate Cancer AJCC v6
C7395,Stage I Nasopharyngeal Carcinoma AJCC v6
C8548,Benign Cerebral Neoplasm
C87501,Stage IVA Sinonasal Cancer AJCC v7
C87502,Stage IVB Sinonasal Cancer AJCC v7
C87551,Stage IVC Thyroid Gland Medullary Carcinoma AJCC v7
C87302,Stage IVB Lip and Oral Cavity Cancer AJCC v6 and v7
C8683,Ann Arbor Stage II Enteropathy-Associated T-Cell Lymphoma
C89991,Stage II Rectal Cancer AJCC v7
C90016,Stage IV Rectal Cancer AJCC v7
C8963,Stage IV Fallopian Tube Cancer AJCC v6 and v7
C89447,Stage I Vulvar Cancer AJCC v7
C89453,Stage IV Vulvar Cancer AJCC v7
C8878,Ann Arbor Stage III Primary Mediastinal Large B-Cell Lymphoma
C88981,Stage I Nasopharyngeal Carcinoma AJCC v7
C89023,Stage IV Oropharyngeal Carcinoma AJCC v7
C89233,Stage II Prostate Cancer AJCC v7
C89091,Stage IV Laryngeal Cancer AJCC v7
C89198,Stage IV Penile Cancer AJCC v7
C89235,Stage IV Prostate Cancer AJCC v7
C90344,Bladder Cancer by AJCC v6 Stage
C9204,Stage I Cervical Cancer AJCC v6 and v7
C9218,Stage IV Oropharyngeal Carcinoma AJCC v6
C121656,TEMPI Syndrome
C169107,Recurrent Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA
C170773,Recurrent Non-Muscle Invasive Bladder Urothelial Carcinoma
