Code	Preferred Term
C89303	Stage IV Renal Cell Cancer AJCC v7
C89301	Stage II Renal Cell Cancer AJCC v7
C7823	Stage I Renal Cell Cancer AJCC v6 and v7
C189242	Childhood Renal Cell Carcinoma with MiT Translocations
C27891	Renal Cell Carcinoma Associated with Xp11.2 Translocations/TFE3 Gene Fusions
C37210	TFEB-Rearranged Renal Cell Carcinoma
C189250	Childhood ALK-Rearranged Renal Cell Carcinoma
C9220	Stage III Renal Cell Cancer AJCC v6
C7824	Stage II Renal Cell Cancer AJCC v6
C4003	Stage IV Renal Cell Cancer AJCC v6
C4146	Chromophobe Renal Cell Carcinoma
C126303	Tubulocystic Renal Cell Carcinoma
C189254	Eosinophilic Solid and Cystic Renal Cell Carcinoma
C190508	Unresectable Unclassified Renal Cell Carcinoma
C201953	Unresectable Chromophobe Renal Cell Carcinoma
C189255	Childhood Eosinophilic Solid and Cystic Renal Cell Carcinoma
C140325	Stage III Renal Cell Cancer AJCC v8
C140326	Stage IV Renal Cell Cancer AJCC v8
C140324	Stage II Renal Cell Cancer AJCC v8
C140323	Stage I Renal Cell Cancer AJCC v8
C8948	Stage II Prostate Adenocarcinoma AJCC v7
C8950	Stage IV Prostate Adenocarcinoma AJCC v7
C8947	Stage I Prostate Adenocarcinoma AJCC v7
C8949	Stage III Prostate Adenocarcinoma AJCC v7
C156287	Locally Advanced Prostate Adenocarcinoma
C156286	Advanced Prostate Adenocarcinoma
C165173	Unresectable Periampullary Adenocarcinoma
C175515	Locally Advanced Small Intestinal Adenocarcinoma
C27322	Periampullary Adenocarcinoma
C133899	Stage III Small Intestinal Adenocarcinoma AJCC v8
C133895	Stage I Small Intestinal Adenocarcinoma AJCC v8
C133896	Stage II Small Intestinal Adenocarcinoma AJCC v8
C133902	Stage IV Small Intestinal Adenocarcinoma AJCC v8
C160977	Sinonasal Adenocarcinoma, Non-Intestinal-Type 
C6240	Maxillary Sinus Adenocarcinoma
C3153	Krukenberg Tumor
C170945	Advanced Ovarian Clear Cell Adenocarcinoma
C203407	Locally Advanced Bladder Adenocarcinoma
C186454	Metastatic Ovarian High Grade Serous Adenocarcinoma
C187243	Locally Advanced Ovarian Serous Adenocarcinoma
C170937	Advanced Ovarian Serous Adenocarcinoma
C176727	Advanced Lung Adenocarcinoma
C175219	Locally Advanced Lung Adenocarcinoma
C165630	Metastatic Proximal Gastric Adenocarcinoma
C166255	Advanced Gastric Adenocarcinoma|Advanced Unresectable Gastric Adenocarcinoma
C166121	Oligometastatic Gastric Adenocarcinoma
C162767	Locally Advanced Gastric Adenocarcinoma
C156297	Locally Advanced Cervical Adenocarcinoma
C168994	Locally Advanced Cholangiocarcinoma
C200068	Advanced Extramammary Paget Disease
C156304	Advanced Cervical Adenocarcinoma
C203311	Advanced Fallopian Tube High Grade Serous Adenocarcinoma
C203312	Advanced Primary Peritoneal High Grade Serous Adenocarcinoma
C162752	Advanced Cholangiocarcinoma
C172242	Metastatic Distal Bile Duct Adenocarcinoma
C185069	Metastatic Hilar Cholangiocarcinoma
C180846	Human Papillomavirus-Independent Cervical Adenocarcinoma In Situ
C156299	Locally Advanced Unresectable Cervical Adenocarcinoma
C187412	Locally Advanced Unresectable Cholangiocarcinoma
C185068	Unresectable Hilar Cholangiocarcinoma
C172241	Unresectable Distal Bile Duct Adenocarcinoma
C7477	Anal Canal Paget Disease
C7475	Anal Adenocarcinoma within Anorectal Fistula
C5609	Anal Glands Adenocarcinoma
C6699	Occult Lung Adenocarcinoma
C202130	EGFR-Positive Lung Adenocarcinoma
C2923	Minimally Invasive Lung Adenocarcinoma
C136490	Lung Adenocarcinoma by AJCC v7 Stage
C65194	Gastric Parietal Cell Adenocarcinoma
C95748	Gastric Carcinoma with Lymphoid Stroma
C27131	Early Gastric Cancer
C67526	Gastric Mixed Adenocarcinoma
C95743	Gastric Poorly Cohesive Adenocarcinoma
C115096	Stage IIIB Primary Peritoneal Cancer AJCC v7
C115095	Stage IIIA Primary Peritoneal Cancer AJCC v7
C115097	Stage IIIC Primary Peritoneal Cancer AJCC v7
C140014	Stage IVB Primary Peritoneal Cancer AJCC v8
C140013	Stage IVA Primary Peritoneal Cancer AJCC v8
C140006	Stage IIA Primary Peritoneal Cancer AJCC v8
C140007	Stage IIB Primary Peritoneal Cancer AJCC v8
C140009	Stage IIIA Primary Peritoneal Cancer AJCC v8
C140011	Stage IIIC Primary Peritoneal Cancer AJCC v8
C140010	Stage IIIB Primary Peritoneal Cancer AJCC v8
C4012	Stage IV Non-Small Cell Lung Cancer AJCC v7
C7778	Stage III Non-Small Cell Lung Cancer AJCC v7
C6671	Stage I Non-Small Cell Lung Cancer AJCC v7
C7777	Stage II Non-Small Cell Lung Cancer AJCC v7
C202132	Transformed EGFR-Positive Lung Non-Small Cell Carcinoma to Small Cell Carcinoma
C4994	Stage II Bladder Squamous Cell Carcinoma AJCC v6 and v7
C39845	Urachal Squamous Cell Carcinoma
C8904	Stage I Squamous Cell Carcinoma of the Bladder AJCC v6 and v7
C8905	Stage III Bladder Squamous Cell Carcinoma AJCC v6 and v7
C8906	Stage IV Bladder Squamous Cell Carcinoma AJCC v7
C159249	Penile Papillary-Basaloid Carcinoma
C173336	Advanced Thyroid Gland Anaplastic Carcinoma
C188128	Locally Advanced Thyroid Gland Anaplastic Carcinoma
C87552	Stage IVA Thyroid Gland Undifferentiated (Anaplastic) Carcinoma AJCC v7
C87553	Stage IVB Thyroid Gland Undifferentiated (Anaplastic) Carcinoma AJCC v7
C87554	Stage IVC Thyroid Gland Undifferentiated (Anaplastic) Carcinoma AJCC v7
C141001	Stage IVA Thyroid Gland Undifferentiated (Anaplastic) Carcinoma AJCC v8
C141004	Stage IVC Thyroid Gland Undifferentiated (Anaplastic) Carcinoma AJCC v8
C141003	Stage IVB Thyroid Gland Undifferentiated (Anaplastic) Carcinoma AJCC v8
C8755	Stage I Large Cell Lung Carcinoma AJCC v7
C9257	Stage III Large Cell Lung Carcinoma AJCC v7
C8756	Stage IV Large Cell Lung Carcinoma AJCC v7
C6660	Stage II Large Cell Lung Carcinoma AJCC v7
C35758	Stage 0 Large Cell Lung Carcinoma AJCC v6 and v7
C190631	Locally Advanced Oropharyngeal Undifferentiated Carcinoma
C190632	Unresectable Oropharyngeal Undifferentiated Carcinoma
C115089	Stage IV Oropharyngeal Undifferentiated Carcinoma AJCC v7
C115086	Stage I Oropharyngeal Undifferentiated Carcinoma AJCC v6 and v7
C115093	Recurrent Oropharyngeal Undifferentiated Carcinoma
C115087	Stage II Oropharyngeal Undifferentiated Carcinoma AJCC v6 and v7
C115088	Stage III Oropharyngeal Undifferentiated Carcinoma AJCC v7
C6035	Stage 0 Nasopharyngeal Undifferentiated Carcinoma AJCC v6, v7, and v8
C156078	Metastatic Nasopharyngeal Undifferentiated Carcinoma
C8229	Stage IV Nasopharyngeal Undifferentiated Carcinoma AJCC v7
C8223	Stage I Nasopharyngeal Undifferentiated Carcinoma AJCC v7
C8227	Stage III Nasopharyngeal Undifferentiated Carcinoma AJCC v7
C8231	Recurrent Nasopharyngeal Undifferentiated Carcinoma
C8225	Stage II Nasopharyngeal Undifferentiated Carcinoma AJCC v7
C198706	Advanced Endometrial Undifferentiated Carcinoma
C153812	Recurrent Submandibular Gland Undifferentiated Carcinoma
C153813	Recurrent Parotid Gland Undifferentiated Carcinoma
C8748	Stage 0 Adenosquamous Lung Carcinoma AJCC v6 and v7
C4592	Stage 0 Epiglottic Carcinoma AJCC v6, v7, and v8
C8763	Stage 0 Squamous Cell Lung Carcinoma AJCC v6 and v7
C6048	Stage 0 Hypopharyngeal Squamous Cell Carcinoma AJCC v6, v7, and v8
C6036	Stage 0 Nasopharyngeal Keratinizing Squamous Cell Carcinoma AJCC v6, v7, and v8
C6039	Stage 0 Oropharyngeal Squamous Cell Carcinoma AJCC v6 and v7
C5937	Parotid Gland Adenoid Cystic Carcinoma
C5935	Submandibular Gland Adenoid Cystic Carcinoma
C5864	Stage IVB Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7
C5863	Stage IVA Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7
C5865	Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7
C5991	Posterior Tongue Adenoid Cystic Carcinoma
C6251	Anterior Tongue Adenoid Cystic Carcinoma
C177153	Metastatic Nasopharyngeal Nonkeratinizing Carcinoma
C54389	Nasopharyngeal Differentiated Carcinoma
C171581	Advanced Sarcomatoid Renal Cell Carcinoma
C172219	Locally Advanced Sarcomatoid Renal Cell Carcinoma
C201905	Oropharyngeal Human Papillomavirus-Independent Keratinizing Squamous Cell Carcinoma
C179888	Esophageal Carcinoma Cuniculatum
C172358	Locally Advanced Esophageal Squamous Cell Carcinoma
C171607	Advanced Esophageal Squamous Cell Carcinoma
C5022	Stage I Esophageal Squamous Cell Carcinoma AJCC v7
C5020	Stage III Esophageal Squamous Cell Carcinoma AJCC v7
C5021	Stage II Esophageal Squamous Cell Carcinoma AJCC v7
C5019	Stage IV Esophageal Squamous Cell Carcinoma AJCC v7
C133445	Esophageal Squamous Cell Carcinoma by AJCC v8 Pathologic Stage
C133446	Esophageal Squamous Cell Carcinoma by AJCC v8 Postneoadjuvant Therapy Stage
C133444	Esophageal Squamous Cell Carcinoma by AJCC v8 Clinical Stage
C8764	Stage I Squamous Cell Lung Carcinoma AJCC v7
C8765	Stage II Squamous Cell Lung Carcinoma AJCC v7
C8767	Stage IV Squamous Cell Lung Carcinoma AJCC v7
C8766	Stage III Squamous Cell Lung Carcinoma AJCC v7
C174030	Advanced Cervical Squamous Cell Carcinoma, Not Otherwise Specified
C174505	Locally Advanced Cervical Squamous Cell Carcinoma, Not Otherwise Specified
C159250	Penile Warty-Basaloid Carcinoma
C203413	Locally Advanced Penile Squamous Cell Carcinoma
C6979	Penile Squamous Cell Carcinoma, Usual Type
C159245	Penile Pseudohyperplastic Carcinoma
C175383	Metastatic Anal Canal Squamous Cell Carcinoma
C170781	Locally Advanced Rectal Squamous Cell Carcinoma
C170780	Advanced Rectal Squamous Cell Carcinoma
C203410	Locally Advanced Bladder Squamous Cell Carcinoma
C181032	Advanced Vaginal Squamous Cell Carcinoma
C173338	Advanced Anal Canal Squamous Cell Carcinoma
C5555	Rectal Cloacogenic Carcinoma
C180921	Advanced Vaginal Squamous Cell Carcinoma, Not Otherwise Specified
C38763	Thyroid Gland Sclerosing Mucoepidermoid Carcinoma with Eosinophilia
C8207	Stage III Oral Cavity Mucoepidermoid Carcinoma AJCC v6 and v7
C181160	Tongue Mucoepidermoid Carcinoma
C156090	Metastatic Oral Cavity Mucoepidermoid Carcinoma
C8203	Stage II Oral Cavity Mucoepidermoid Carcinoma
C8199	Stage I Oral Cavity Mucoepidermoid Carcinoma AJCC v6 and v7
C8178	Floor of Mouth Mucoepidermoid Carcinoma
C8215	Recurrent Oral Cavity Mucoepidermoid Carcinoma
C6214	Hard Palate Mucoepidermoid Carcinoma
C8211	Stage IV Oral Cavity Mucoepidermoid Carcinoma AJCC v6 and v7
C136479	Stage IIIA Lung Cancer AJCC v8
C136480	Stage IIIB Lung Cancer AJCC v8
C136481	Stage IIIC Lung Cancer AJCC v8
C136473	Stage IA3 Lung Cancer AJCC v8
C136474	Stage IB Lung Cancer AJCC v8
C136472	Stage IA2 Lung Cancer AJCC v8
C136471	Stage IA1 Lung Cancer AJCC v8
C136476	Stage IIA Lung Cancer AJCC v8
C136477	Stage IIB Lung Cancer AJCC v8
C136484	Stage IVB Lung Cancer AJCC v8
C136483	Stage IVA Lung Cancer AJCC v8
C6682	Stage IV Small Cell Lung Carcinoma AJCC v7
C6679	Stage III Small Cell Lung Carcinoma AJCC v7
C6678	Stage II Small Cell Lung Carcinoma AJCC v7
C6673	Stage I Small Cell Lung Carcinoma AJCC v7
C5645	Stage IIB Lung Cancer AJCC v7
C5644	Stage IIA Lung Cancer AJCC v7
C5647	Stage IIIB Lung Cancer AJCC v7
C5646	Stage IIIA Lung Cancer AJCC v7
C5643	Stage IB Lung Cancer AJCC v7
C5642	Stage IA Lung Cancer AJCC v7
C39900	Prostatic Urethra Urothelial Carcinoma
C39844	Urachal Urothelial Carcinoma
C180609	Bladder Urothelial Carcinoma, High Grade
C177531	Bladder Flat Urothelial Carcinoma
C180607	High Grade Renal Pelvis Urothelial Carcinoma
C180608	High Grade Ureter Urothelial Carcinoma
C7355	Renal Pelvis Urothelial Carcinoma
C140376	Renal Pelvis and Ureter Cancer by AJCC v7 Stage
C140355	Renal Pelvis and Ureter Cancer by AJCC v8 Stage
C8168	Regional Urothelial Cancer of the Renal Pelvis and Ureter
C4830	Ureter Urothelial Carcinoma
C39901	Prostatic Duct Urothelial Carcinoma
C9267	Stage 0a Bladder Urothelial Carcinoma AJCC v6 and v7
C6193	Stage 0 Renal Pelvis Cancer AJCC v7
C6149	Stage 0 Ureter Cancer AJCC v7
C115201	Childhood Cerebellar Anaplastic Astrocytoma
C131209	Recurrent Gliosarcoma
C190775	Recurrent MGMT-Methylated Glioblastoma
C163961	Recurrent Small Cell Glioblastoma
C114759	Childhood Brain Stem Gliosarcoma
C9370	Adult Brain Stem Gliosarcoma
C5150	Cerebellar Glioblastoma
C5129	Diencephalic Glioblastoma
C5151	Cerebral Glioblastoma
C171013	Supratentorial Gliosarcoma
C115032	Ann Arbor Stage IV Noncutaneous Childhood Anaplastic Large Cell Lymphoma
C115029	Ann Arbor Stage I Noncutaneous Childhood Anaplastic Large Cell Lymphoma
C115030	Ann Arbor Stage II Noncutaneous Childhood Anaplastic Large Cell Lymphoma
C115031	Ann Arbor Stage III Noncutaneous Childhood Anaplastic Large Cell Lymphoma
C181048	Refractory Primary Systemic Anaplastic Large Cell Lymphoma, ALK-Positive
C200050	DUSP22-R Anaplastic Large Cell Lymphoma, ALK-Negative
C189841	Medulloblastoma, SHH-1
C189844	Medulloblastoma, SHH-2
C189845	Medulloblastoma, SHH-3
C189846	Medulloblastoma, SHH-4
C129442	Medulloblastoma, SHH-Activated, TP53-Mutant
C129443	Medulloblastoma, SHH-Activated, TP53-Wildtype
C129446	Medulloblastoma, Non-WNT/Non-SHH, Group 4
C129445	Medulloblastoma, Non-WNT/Non-SHH, Group 3
C6957	Childhood Cerebral Embryonal Tumor with Multilayered Rosettes, C19MC-Altered
C4970	Cerebral Embryonal Tumor, Not Otherwise Specified
C42059	Composite Ganglioneuroblastoma, Schwannian Stroma-Rich and Stroma-Poor
C42060	Composite Ganglioneuroblastoma, Stroma-Dominant and Stroma-Poor
C9504	Stage 4S Neuroblastoma
C102845	Stage 2A Neuroblastoma
C102846	Stage 2B Neuroblastoma
C5426	Clivus Chondroid Chordoma
C8144	Stage IV Intermediate Grade Adult Non-Hodgkin's Lymphoma
C8074	Stage I Intermediate Grade Adult Non-Hodgkin's Lymphoma
C8118	Stage II Intermediate Grade Adult Non-Hodgkin's Lymphoma
C8157	Recurrent Intermediate Grade Adult Non-Hodgkin's Lymphoma
C8131	Stage III Intermediate Grade Adult Non-Hodgkin's Lymphoma
C8162	Recurrent High Grade Adult Non-Hodgkin's Lymphoma
C8136	Stage III High Grade Adult Non-Hodgkin's Lymphoma
C8123	Stage II High Grade Adult Non-Hodgkin's Lymphoma
C8081	Stage I High Grade Adult Non-Hodgkin's Lymphoma
C8149	Stage IV High Grade Adult Non-Hodgkin's Lymphoma
C8153	Recurrent Low Grade Adult Non-Hodgkin's Lymphoma
C8140	Stage IV Low Grade Adult Non-Hodgkin's Lymphoma
C8069	Stage I Low Grade Adult Non-Hodgkin's Lymphoma
C8082	Stage II Low Grade Adult Non-Hodgkin's Lymphoma
C8127	Stage III Low Grade Adult Non-Hodgkin's Lymphoma
C8148	Stage IV Adult Diffuse Large Cell Lymphoma
C8077	Stage I Adult Diffuse Large Cell Lymphoma
C8161	Recurrent Adult Diffuse Large Cell Lymphoma
C8135	Stage III Adult Diffuse Large Cell Lymphoma
C8122	Stage II Adult Diffuse Large Cell Lymphoma
C3463	Diffuse Mixed Cell Lymphoma
C5005	High Grade Burkitt-Like Lymphoma
C5314	Primary Low Grade B-Cell Dural Lymphoma
C8995	Malignant Lymphoma Follicular, Large Noncleaved Cell Type
C7187	Non-Burkitt's Lymphoma
C27811	Malignant Non-Hodgkin's Lymphoma, Small Cleaved Cell
C27265	Malignant Lymphoma, Large Cell, Cleaved
C3464	Adult Diffuse Small Cleaved Cell Lymphoma
C27272	Malignant Lymphoma, Large Cell, Cleaved and Non-Cleaved
C8310	Childhood Large Cell Lymphoma
C36200	Astler-Coller B2 Rectal Carcinoma
C5921	Astler-Coller C3 Rectal Carcinoma
C36203	Astler-Coller B1 Rectal Carcinoma
C5924	Astler-Coller A Rectal Carcinoma
C5922	Astler-Coller C1 Rectal Carcinoma
C5920	Astler-Coller B3 Rectal Carcinoma
C5923	Astler-Coller C2 Rectal Carcinoma
C35568	Astler-Coller B1 Colon Carcinoma
C35674	Astler-Coller B2 Colon Carcinoma
C5919	Astler-Coller B3 Colon Carcinoma
C36202	Astler-Coller A Colon Carcinoma
C36198	Astler-Coller C2 Colon Carcinoma
C36199	Astler-Coller C1 Colon Carcinoma
C8090	Malignant Childhood Hemangiopericytoma
C8710	Primary Malignant Hemangiopericytoma
C4544	Malignant Orbit Hemangiopericytoma
C4493	Malignant Skin Hemangiopericytoma
C9254	Recurrent Malignant Hemangiopericytoma
C6608	Malignant Mediastinal Hemangiopericytoma
C8709	Metastatic Malignant Hemangiopericytoma
C9425	Conventional Malignant Hemangiopericytoma
C5365	Malignant Cardiac Hemangiopericytoma
C7946	Malignant Adult Hemangiopericytoma
C9392	Well Differentiated Malignant Hemangiopericytoma
C6950	Benign Kidney Hemangiopericytoma
C27499	Lipomatous Hemangiopericytoma
C6597	Benign Mediastinal Hemangiopericytoma
C5352	Benign Orbit Hemangiopericytoma
C27498	Infantile Hemangiopericytoma
C115375	Recurrent Childhood Pleomorphic Xanthoastrocytoma
C115372	Recurrent Childhood Pilocytic Astrocytoma
C27081	Juvenile Pilocytic Astrocytoma
C114964	Childhood Gemistocytic Astrocytoma
C188921	Childhood Diffuse Astrocytoma, MYB-Altered
C114972	Childhood Protoplasmic Astrocytoma
C8387	Childhood Cerebral Diffuse Astrocytoma
C114963	Childhood Fibrillary Astrocytoma
C188920	Childhood Diffuse Astrocytoma, MYBL1-Altered
C115360	Recurrent Childhood Diffuse Astrocytoma
C188943	Childhood Posterior Fossa Ependymoma
C9041	Childhood Infratentorial Ependymoma
C9043	Childhood Supratentorial Ependymoma
C186351	Supratentorial Ependymoma YAP1 Fusion-Positive
C115380	Recurrent Childhood Subependymal Giant Cell Astrocytoma
C114773	Childhood Brain Oligodendroglioma
C7534	Childhood Visual Pathway Astrocytoma
C6216	Childhood Brain Stem Astrocytoma
C6286	Childhood Cerebellar Astrocytoma
C4347	Childhood Cerebral Astrocytoma
C114970	Childhood Pilomyxoid Astrocytoma
C9191	Recurrent Childhood Cerebral Astrocytoma
C7530	Recurrent Childhood Visual Pathway Astrocytoma
C8389	Recurrent Childhood Cerebellar Astrocytoma
C6217	Recurrent Childhood Brain Stem Astrocytoma
C115373	Recurrent Childhood Pilomyxoid Astrocytoma
C5799	Childhood Benign Supratentorial Neoplasm
C7529	Recurrent Childhood Visual Pathway Glioma
C5802	Childhood Infratentorial Neoplasm
C5960	Childhood Supratentorial Neoplasm
C118822	Childhood Adrenal Gland Pheochromocytoma
C66754	Small Congenital Melanocytic Nevus
C66755	Proliferative Nodules in Congenital Melanocytic Nevus
C123835	Childhood Testicular Immature Teratoma
C170934	Advanced Ovarian Carcinosarcoma
C40041	Ovarian Mucinous Cystadenofibroma
C40086	Ovarian Clear Cell Cystadenofibroma
C153805	Recurrent Parotid Gland Carcinoma ex Pleomorphic Adenoma
C39754	Acanthomatous Ameloblastoma
C27398	Granular Cell Ameloblastoma
C39757	Basal Cell Ameloblastoma
C202081	Hybrid Odontogenic Fibroma with Central Giant Cell Granuloma
C202079	Odontogenic Fibroma, Granular Cell Subtype
C202078	Odontogenic Fibroma, Amyloid Subtype
C202080	Odontogenic Fibroma, Ossifying Subtype
C7500	Primary Intraosseous Carcinoma, Not Otherwise Specified, Derived from Odontogenic Cyst
C7493	Ameloblastic Carcinoma-Primary Type
C3160	Letterer-Siwe Disease
C3016	Eosinophilic Granuloma
C6920	Hand-Schuller-Christian Disease
C198573	Bone Marrow Mastocytosis
C157601	Recurrent Ependymoma
C148037	Recurrent WHO Grade II Glioma
C176464	Recurrent Low Grade Astrocytic Tumor
C177796	Recurrent WHO Grade 1 Glioma
C167081	Recurrent Diffuse Astrocytoma
C160737	Recurrent Oligodendroglioma
C188127	Recurrent Astrocytoma, IDH-Mutant
C7884	Recurrent Adult Brain Neoplasm
C178559	Metastatic Low Grade Astrocytoma
C187213	Advanced Childhood Malignant Brain Neoplasm
C189978	Locally Advanced Platinum-Resistant Ovarian Carcinoma
C190714	Metastatic Pancreatic Neuroendocrine Tumor G2
C167324	Locally Advanced Pancreatic Neuroendocrine Tumor
C190712	Metastatic Pancreatic Neuroendocrine Tumor G1
C156489	Advanced Pancreatic Neuroendocrine Tumor
C192791	Metastatic Pancreatic Neuroendocrine Tumor G3
C204035	Advanced Pancreatic Adenosquamous Carcinoma
C36309	Colon Carcinoma Metastatic in the Liver
C136240	Rectal Carcinoma Metastatic in the Liver
C89815	Colon Carcinoma Metastatic in the Lung
C84621	Central Nervous System Cavernous Hemangioma
C6997	Central Nervous System Hibernoma
C129538	Central Nervous System Angiolipoma
C5116	Adult Benign Brain Neoplasm
C4963	Benign Supratentorial Neoplasm
C4965	Benign Infratentorial Neoplasm
C7739	Brain Hemangioma
C5432	Intracranial Cavernous Hemangioma
C6220	Cerebral Hemisphere Lipoma
C27521	Classic Type Trichilemmoma
C27522	Desmoplastic Trichilemmoma
C9007	Inverted Follicular Keratosis
C27524	Desmoplastic Trichoepithelioma
C43353	Classical Poroma
C4473	Dermal Duct Tumor
C7565	Eccrine Hidrocystoma
C43342	Apocrine Hidrocystoma
C162848	Digital Papillary Adenoma
C3761	Syringoma
C43352	Turban Tumor
C43351	Sporadic Cylindroma
C5949	Parotid Gland Sebaceous Lymphadenoma
C6837	Frontal Sinus Papilloma
C6839	Maxillary Sinus Papilloma
C6838	Sphenoid Sinus Papilloma
C6836	Ethmoid Sinus Papilloma
C54347	Nasal Cavity Exophytic Papilloma
C202609	Buccal Mucosa Lipoma
C7734	Tongue Lipoma
C201880	Tongue Ectomesenchymal Chondromyxoid Tumor
C4886	Benign Pyriform Fossa Neoplasm
C5988	Oropharyngeal Polyp
C6034	Nasopharyngeal Polyp
C4606	Benign Epiglottis Neoplasm
C202254	Jaw Osteoma
C202256	Jaw Osteoblastoma
C202257	Jaw Chondromyxoid Fibroma
C6063	Benign Anterior Tongue Neoplasm
C4408	Benign Posterior Tongue Neoplasm
C7393	Skin Epithelioid Hemangioma
C4299	Verrucous Hemangioma
C4390	Cherry Hemangioma
C34967	Lobular Capillary Hemangioma of Skin and Subcutaneous Tissue
C3926	Angioma Serpiginosum
C4487	Tufted Angioma
C4750	Skin Cavernous Hemangioma
C49077	Skin Fibrous Histiocytoma, Histiocytic Variant
C49078	Skin Fibrous Histiocytoma, Cellular Variant
C49076	Skin Fibrous Histiocytoma, Fibroblastic Variant
C49079	Skin Fibrous Histiocytoma, Epithelioid Variant
C6486	Nuchal-Type Fibroma
C170889	Plaque-Like CD34-Positive Dermal Fibroma
C170475	Skin Spindle Cell Lipoma
C170476	Skin Pleomorphic Lipoma
C4241	Cellular Blue Nevus
C4496	Common Blue Nevus
C45748	Ventricular Myxoma
C45747	Adult Cardiac Cellular Rhabdomyoma
C49179	Conventional Cardiac Rhabdomyoma
C4791	Left Atrial Myxoma
C4792	Right Atrial Myxoma
C178604	Bone Hibernoma
C53971	Monostotic Fibrous Dysplasia
C34610	Polyostotic Fibrous Dysplasia
C173926	Craniofacial Fibrous Dysplasia
C121929	Non-Ossifying Fibroma
C6579	Intramuscular Myxoma
C6580	Juxta-Articular Myxoma
C40323	Superficial Angiomyxoma
C6936	Deep (Aggressive) Angiomyxoma
C4254	Spindle Cell Lipoma
C3703	Pleomorphic Lipoma
C7449	Infiltrating Angiolipoma
C7451	Infiltrating Lipoma
C7450	Intramuscular Lipoma
C6499	Tendon Sheath Lipoma
C6492	Deep Fibrous Histiocytoma
C3724	Cystic Hygroma
C27508	Intra-Abdominal Lymphangioma
C3203	Acquired Progressive Lymphangioma
C53316	Cavernous Lymphangioma
C45485	Lymphangioma Circumscriptum
C66792	Hemolymphangioma
C4296	Venous Hemangioma
C27505	Glomeruloid Hemangioma
C3086	Cavernous Hemangioma
C6555	Deep Hemangioma
C4754	Spindle Cell Hemangioma
C3635	Intra-Abdominal Hemangioma
C3841	Congenital Hemangioma
C7744	Mucous Membrane Hemangioma
C161581	Prostate Hemangioma
C27506	Hobnail Hemangioma
C27018	Acquired Hemangioma
C4298	Epithelioid Hemangioma
C7457	Capillary Hemangioma
C8540	Subcutaneous Hemangioma
C4868	Placental Hemangioma
C159680	Bladder Hemangioma
C3821	Hemangiomatosis with Thrombocytopenia
C156344	Thyroid Gland Cavernous Hemangioma
C43526	Gastric Pyloric Gland Adenoma
C95779	Foveolar-Type Adenoma
C96464	Colon Serrated Lesions and Polyps
C96465	Rectal Serrated Lesions and Polyps
C172707	Beta-Catenin-Activated Inflammatory Hepatocellular Adenoma
C3495	Colon Villous Adenoma
C4919	Rectal Villous Adenoma
C5338	Duodenal Villous Adenoma
C43577	Colon Traditional Serrated Adenoma
C128171	Colon Adenoma with Severe Dysplasia
C172682	Colon Conventional Adenoma
C96463	Rectal Traditional Serrated Adenoma
C5621	Rectal Adenoma with Severe Dysplasia
C172683	Rectal Conventional Adenoma
C96468	Colorectal Filiform Serrated Adenoma
C5620	Rectal Tubulovillous Adenoma
C5496	Colon Tubulovillous Adenoma
C7041	Colon Tubular Adenoma
C96477	Rectal Tubular Adenoma
C5500	Colon Lymphangioma
C4772	Benign Cecum Neoplasm
C170725	Benign Periampullary Neoplasm
C4532	Benign Accessory Urethral Gland Neoplasm
C6171	Urethral Leiomyoma
C4530	Ureter Polyp
C6161	Ureter Leiomyoma
C191393	Kidney Angiomyolipoma with Epithelial Cysts
C191392	Kidney Oncocytoma-Like Angiomyolipoma
C40302	Vulvar Chondroid Syringoma
C8418	Benign Bartholin Gland Neoplasm
C3608	Benign Uterine Corpus Neoplasm
C3607	Benign Cervical Neoplasm
C179933	Benign Broad Ligament Neoplasm
C179923	Uterine Ligament Leiomyoma
C3521	Placental Polyp
C39943	Testicular Sertoli Cell Tumor, Lipid Rich Variant
C39945	Testicular Sclerosing Sertoli Cell Tumor
C3614	Benign Epididymal Neoplasm
C192116	Gonadal Myoid Stromal Tumor
C4261	Adult Extracardiac Rhabdomyoma
C4260	Fetal Rhabdomyoma
C4257	Bizarre Leiomyoma
C3748	Leiomyomatosis
C67563	Myxoid Leiomyoma
C6512	Deep Leiomyoma
C4256	Cellular Leiomyoma
C53964	Bone Leiomyoma
C40164	Uterine Corpus Epithelioid Leiomyoma
C40163	Uterine Corpus Cellular Leiomyoma
C40167	Uterine Corpus Bizarre Leiomyoma
C5356	Uterine Corpus Intravenous Leiomyomatosis
C40165	Uterine Corpus Apoplectic Leiomyoma
C40166	Uterine Corpus Myxoid Leiomyoma
C40172	Uterine Corpus Dissecting Leiomyoma
C40162	Uterine Corpus Leiomyoma, Mitotically Active Variant
C40170	Uterine Corpus Diffuse Leiomyomatosis
C40168	Uterine Corpus Lipoleiomyoma
C3511	Uterine Corpus Degenerated Leiomyoma
C126975	Uterine Corpus Hydropic Leiomyoma
C6852	Adult Atypical Meningioma
C8293	Adult Papillary Meningioma
C5295	Brain Stem Intraparenchymal Clear Cell Meningioma
